employee_id,fullname,years_of_service_months,rating,is_high_performer,performance_group,grade_name,education_name,major_name,position_name,department_name,directorate_name,iq,pauli,gtq,tiki,mbti,disc,GDR,CEX,IDS,QDD,STO,SEA,VCU,LIE,FTC,CSI,Papi_N,Papi_G,Papi_A,Papi_L,Papi_P,Papi_I,Papi_T,Papi_V,Papi_X,Papi_S,Papi_B,Papi_O,Papi_R,Papi_D,Papi_C,Papi_Z,Papi_E,Papi_K,Papi_F,Papi_W
EMP100843,Dinda Kurniawan,63,3,0,Others,III,S2,Design,Data Analyst,HR,Technology,122,65,31,3,ESTJ,,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4,4,4,9,4,4,2,4,8,2,5,8,6,1,6,3,3,9,6,3
EMP100844,Rizka Gunawan,81,4,0,Others,V,S2,Design,Finance Officer,Finance,Technology,94,89,31,8,ENFP,CS,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,5.0,3,8,3,9,6,2,null,6,4,6,7,2,null,5,4,5,8,7,3,null
EMP100845,Rama Qolbi Maulana,29,2,0,Others,V,SMA,Psychology,Finance Officer,Marketing,Commercial,null,39,null,10,INFP,SC,,1.0,2.0,3.0,,2.0,2.0,2.0,3.0,1.0,9,3,4,7,2,6,7,8,8,6,5,5,1,9,4,6,9,8,5,8
EMP100846,Zaki Rahmawati,61,1,0,Others,III,D3,Statistics,Supply Planner,IT,HR & Corp Affairs,108,87,41,3,ISTJ,CS,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,5,8,8,null,8,4,2,2,6,8,3,4,5,6,4,3,null,5,6,5
EMP100847,Oka Saputra Sinaga,54,4,0,Others,IV,SMA,Business,HRBP,Finance,Technology,106,77,21,7,ENFJ,SI,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4,null,2,5,1,7,3,6,8,4,3,null,2,5,9,1,5,5,7,2
EMP100848,Rifqi Hartanto,41,3,0,Others,V,D3,Economics,Brand Executive,HR,Technology,108,33,14,6,INTP,SC,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,2,8,6,7,6,null,9,3,4,null,3,8,6,6,7,1,9,5,9,1
EMP100849,Yuni Purnama,49,2,0,Others,III,S1,Statistics,Finance Officer,IT,HR & Corp Affairs,98,35,23,10,ESFP,DS,2.0,1.0,,1.0,,1.0,,,1.0,2.0,5,null,6,7,5,9,6,1,1,4,7,null,2,7,2,4,2,5,5,null
EMP100850,Eko Mahardika Suharto,57,4,0,Others,III,S1,Engineering,Data Analyst,Marketing,Commercial,null,34,null,1,ISFP,SC,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,8,9,9,null,6,8,7,1,1,7,null,1,7,7,8,null,8,5,2,1
EMP100851,Ari Pratama,57,3,0,Others,IV,S1,Engineering,Data Analyst,HR,HR & Corp Affairs,137,95,21,1,ESTP,ID,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,6,1,8,4,6,4,2,1,1,6,3,8,4,1,2,1,5,9,1,6
EMP100852,Anisa Siregar,33,2,0,Others,III,SMA,Psychology,Data Analyst,HR,Commercial,115,83,35,8,ISTP,CD,2.0,,3.0,1.0,3.0,,1.0,3.0,2.0,2.0,9,2,5,4,7,2,1,8,5,null,1,6,2,8,null,4,7,2,7,7
EMP100853,Umar Zulfikar,67,4,0,Others,V,D3,Statistics,Data Analyst,IT,Commercial,89,79,29,7,ISTP,SI,3.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,1,5,5,7,null,4,5,8,4,6,5,6,3,3,1,4,7,2,null,9
EMP100854,Rama Putra,87,2,0,Others,IV,SMA,Business,HRBP,Operations,Commercial,126,23,21,2,ESFP,SC,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,7,null,6,1,6,8,9,9,9,8,2,5,null,8,5,8,null,null,6,1
EMP100855,Satya Tamba,13,2,0,Others,V,SMA,Psychology,Sales Supervisor,HR,Commercial,128,45,16,1,ISFP,DI,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,,null,2,null,1,9,3,7,3,2,5,1,null,6,8,null,null,null,3,5,2
EMP100856,Ahmad Pratama,77,1,0,Others,IV,SMA,Design,Supply Planner,Operations,Technology,94,58,23,3,ISFP,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,1,3,4,4,6,5,4,6,8,2,4,null,2,2,null,4,1,null
EMP100857,Ayu Aji Maulida,27,4,0,Others,III,D3,Statistics,HRBP,Finance,Commercial,136,73,46,4,INTJ,SC,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,9,2,4,4,1,4,2,7,null,7,1,null,2,6,4,6,4,6,9,8
EMP100858,Maya Fadillah Utami,63,4,0,Others,V,D3,Economics,Sales Supervisor,R&D,HR & Corp Affairs,135,77,32,9,ENFP,ID,4.0,4.0,4.0,4.0,4.0,3.0,5.0,,5.0,5.0,8,8,8,2,null,6,9,3,1,1,8,9,2,1,4,9,6,7,5,2
EMP100859,Vania Indrawan,81,4,0,Others,V,SMA,Design,Brand Executive,Marketing,Technology,null,65,null,1,ESTP,ID,4.0,,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,9,3,1,2,6,null,2,8,7,3,1,8,9,2,5,null,2,9,6,1
EMP100860,Bella Anugrah Rohman,67,4,0,Others,IV,S2,Business,Brand Executive,R&D,HR & Corp Affairs,135,56,25,6,ENFJ,DI,4.0,4.0,5.0,4.0,4.0,0.0,4.0,4.0,5.0,4.0,3,4,6,5,9,2,5,3,5,3,null,9,3,2,4,1,6,2,4,5
EMP100861,Yoga Putra,44,3,0,Others,IV,S1,Statistics,Finance Officer,R&D,HR & Corp Affairs,92,32,27,10,ISFJ,SD,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,9,1,6,3,6,6,5,4,2,3,5,6,5,9,8,8,7,4,1,7
EMP100862,Ayu Saputra,85,3,0,Others,IV,SMA,Engineering,Data Analyst,IT,Technology,106,21,35,2,ISFP,SI,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,8,7,5,null,2,1,6,null,9,1,null,2,2,1,8,7,3,4,5,9
EMP100863,Zaki Lestari Rohman,21,4,0,Others,III,S2,Psychology,Data Analyst,Operations,HR & Corp Affairs,89,22,18,6,ISTJ,IC,,3.0,3.0,4.0,4.0,3.0,4.0,99.0,4.0,3.0,4,null,7,7,1,9,3,2,3,7,3,5,null,2,4,1,1,8,4,1
EMP100864,Ayu Rohman,53,3,0,Others,III,S1,Economics,HRBP,R&D,HR & Corp Affairs,133,54,22,9,ISTJ,CD,2.0,,3.0,4.0,,3.0,3.0,2.0,3.0,3.0,1,6,8,9,5,8,5,3,8,1,1,7,2,4,1,8,9,2,7,null
EMP100865,Anisa Pramudita Pamungkas,15,4,0,Others,III,SMA,Business,Supply Planner,R&D,Technology,122,79,25,8,ESFJ,DS,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,5,6,3,9,7,5,5,6,7,null,6,6,6,4,1,6,3,3,null,null
EMP100866,Ayunda Rachman Utami,34,4,0,Others,III,S2,Psychology,HRBP,R&D,Commercial,132,34,26,7,ISTP,SC,4.0,2.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,9,8,9,2,3,4,2,5,8,9,8,4,7,3,null,6,7,3,9,4
EMP100867,Umar Suharto,74,2,0,Others,V,SMA,Economics,Finance Officer,IT,HR & Corp Affairs,84,72,28,10,INTP,CI,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,,2.0,9,5,4,null,5,2,4,1,2,1,3,1,2,1,1,3,null,4,7,8
EMP100868,Ayunda Iqbal Situmorang,56,1,0,Others,III,SMA,Statistics,Data Analyst,IT,Technology,117,92,20,10,ESTP,SD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,3,3,8,2,1,3,4,3,2,6,5,4,8,null,6,6,8
EMP100869,Budi Wibowo,64,4,0,Others,III,D3,Psychology,Finance Officer,Operations,HR & Corp Affairs,130,93,28,7,ESFJ,SC,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4,5,3,9,9,1,3,2,9,5,5,null,2,3,4,9,8,6,3,9
EMP100870,Dwi Halim Subekti,43,3,0,Others,IV,SMA,Engineering,HRBP,HR,HR & Corp Affairs,97,28,25,2,ISTJ,CD,2.0,3.0,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,9,2,4,2,1,9,null,1,1,null,8,3,2,7,8,4,6,null,null,3
EMP100871,Rizka Anggara,23,3,0,Others,III,S1,Psychology,Data Analyst,Operations,HR & Corp Affairs,116,85,20,7,ESFJ,SC,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,9,1,2,1,6,6,7,8,2,7,1,null,9,6,null,4,1,4,1,3
EMP100872,Citra Maulana,38,1,0,Others,III,S1,Economics,Brand Executive,R&D,Commercial,101,42,32,8,ENFP,ID,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,null,9,3,null,7,null,4,4,1,8,7,3,3,4,null,5,8,2,8,5
EMP100873,Teguh Wijaya,14,4,0,Others,V,SMA,Psychology,Supply Planner,Marketing,Technology,null,38,null,7,ISFP,,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,6,2,6,1,5,5,5,9,6,4,5,1,4,5,null,6,4,4,1,2
EMP100874,Putri Fadillah Sinaga,59,2,0,Others,IV,SMA,Economics,Supply Planner,Marketing,HR & Corp Affairs,null,54,null,2,INFP,CS,3.0,3.0,3.0,2.0,1.0,,2.0,1.0,2.0,2.0,5,4,2,3,2,1,5,null,8,5,9,4,8,9,null,5,2,4,9,2
EMP100875,Teguh Zulfikar Rahmawati,61,4,0,Others,III,S1,Design,Brand Executive,Operations,Commercial,125,37,35,10,ENTP,CD,4.0,3.0,5.0,4.0,4.0,4.0,4.0,,,4.0,4,1,6,4,6,1,7,1,7,9,2,5,null,2,3,5,1,4,8,7
EMP100876,Nugroho Lestari,73,2,0,Others,V,SMA,Design,Sales Supervisor,HR,Technology,90,75,21,4,ISFP,IS,3.0,2.0,,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3,2,null,6,4,3,8,6,9,4,null,8,2,6,6,6,1,4,3,2
EMP100877,Bella Herlambang,31,3,0,Others,IV,D3,Economics,HRBP,Marketing,Technology,null,61,null,4,INFJ,CI,3.0,4.0,2.0,3.0,3.0,2.0,,3.0,3.0,3.0,4,7,1,8,7,null,6,5,8,2,2,3,8,5,1,3,9,7,7,8
EMP100878,Citra Purnama,26,3,0,Others,V,SMA,Business,HRBP,Finance,Commercial,83,60,25,6,,CS,3.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,9,6,4,5,8,2,8,5,2,4,3,6,4,7,3,null,2,3,8,2
EMP100879,Evi Mahendra,18,2,0,Others,IV,SMA,Psychology,Brand Executive,Operations,HR & Corp Affairs,116,38,17,9,ENTP,SC,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,null,8,8,6,5,7,4,2,1,2,4,5,2,2,1,4,8,5,1,9
EMP100880,Zahra Siregar,64,4,0,Others,IV,S2,Psychology,Data Analyst,R&D,Commercial,92,55,36,5,,SI,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,6,6,5,3,2,9,1,2,5,6,5,4,7,3,2,8,7,2,5,8
EMP100881,Kartika Purnama,20,5,1,High Performer,V,S1,Statistics,Sales Supervisor,R&D,HR & Corp Affairs,89,79,30,8,ISTP,DC,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,8,8,1,1,null,5,2,5,6,3,2,6,3,6,null,3,4,8,2,3
EMP100882,Dinda Wijaya,19,4,0,Others,IV,S1,Engineering,Supply Planner,Finance,Technology,null,83,29,4,ISTJ,ID,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,6,6,7,7,5,4,4,6,7,3,5,8,3,2,9,6,4,null,8,1
EMP100883,Dian Lestari,83,2,0,Others,V,S1,Statistics,Finance Officer,Marketing,Commercial,null,35,null,9,ESFJ,CS,2.0,2.0,3.0,2.0,,3.0,1.0,2.0,,1.0,6,4,6,9,null,9,1,9,3,4,null,2,5,6,8,8,6,6,4,8
EMP100884,Rizki Utama Kurniawan,64,4,0,Others,III,D3,Psychology,HRBP,Finance,Commercial,124,48,30,10,ISTJ,DC,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,8,4,5,4,8,4,5,9,5,3,2,null,3,4,4,4,7,3,1,7
EMP100885,Gita Yudhistira Mahendra,59,1,0,Others,V,D3,Statistics,Supply Planner,IT,Technology,100,100,40,9,ENTJ,CD,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,7,8,null,9,9,2,7,null,1,4,null,2,3,null,7,5,7,9,1,6
EMP100886,Galih Utami,32,3,0,Others,V,D3,Business,Brand Executive,Finance,Commercial,112,74,24,1,INFJ,CD,2.0,,3.0,,,3.0,3.0,2.0,2.0,3.0,8,5,8,9,3,3,null,null,9,7,3,2,5,8,1,3,5,null,7,4
EMP100887,Fitri Halim Firmansyah,61,1,0,Others,IV,S1,Psychology,Sales Supervisor,Marketing,HR & Corp Affairs,null,95,null,5,INFJ,CI,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,9,6,6,5,8,9,3,2,7,3,7,4,2,5,2,6,7,2,1,8
EMP100888,Anisa Wijaya Ginting,65,3,0,Others,V,S2,Statistics,Sales Supervisor,Finance,HR & Corp Affairs,112,34,40,2,ENTJ,SI,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,9,2,6,9,7,6,7,6,2,8,6,3,8,4,1,4,6,5,1,8
EMP100889,Dwi Baskara Rohman,74,1,0,Others,III,S2,Engineering,HRBP,Operations,Commercial,102,64,19,8,ENFP,SC,4.0,3.0,3.0,3.0,,3.0,2.0,2.0,3.0,4.0,3,2,7,5,2,7,9,4,4,9,4,7,3,2,7,9,9,5,2,null
EMP100890,Valdo Anggara,0,4,0,Others,IV,S2,Psychology,Data Analyst,HR,Commercial,126,31,25,2,ISFJ,DI,5.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,6,6,6,3,2,2,7,null,9,9,3,8,1,1,6,9,1,3,1,5
EMP100891,Rendra Maulida,80,4,0,Others,IV,D3,Statistics,Brand Executive,IT,Commercial,94,77,29,1,ESTP,CI,4.0,4.0,,4.0,,4.0,5.0,4.0,0.0,5.0,null,5,9,1,2,7,null,2,4,3,9,7,9,7,null,9,9,4,5,1
EMP100892,Joko Jatmiko Maulida,18,3,0,Others,V,D3,Engineering,Sales Supervisor,Finance,HR & Corp Affairs,113,98,26,5,ENTJ,CS,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,7,8,3,3,5,5,9,6,9,9,2,4,3,5,9,6,3,5,2,9
EMP100893,Nabila Maulida,63,3,0,Others,III,S1,Engineering,HRBP,R&D,HR & Corp Affairs,null,91,27,4,ESFP,IS,3.0,4.0,4.0,4.0,3.0,2.0,2.0,,3.0,3.0,7,6,2,9,7,null,null,2,3,9,8,6,null,8,7,6,2,9,2,9
EMP100894,Arif Aji Utami,3,3,0,Others,IV,SMA,Engineering,Data Analyst,R&D,HR & Corp Affairs,137,44,22,7,ENTP,CS,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4,6,2,8,6,8,6,6,3,3,7,8,7,null,9,2,6,8,4,9
EMP100895,Wahyu Tri Subekti,43,3,0,Others,IV,S2,Psychology,HRBP,R&D,HR & Corp Affairs,84,62,29,3,INFP,DC,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1,4,5,4,5,7,8,1,null,9,2,7,1,8,null,6,8,3,8,3
EMP100896,Rizka Setiawan,51,2,0,Others,V,S1,Economics,Data Analyst,Operations,HR & Corp Affairs,82,38,24,8,ENTP,CD,5.0,5.0,5.0,,5.0,4.0,5.0,4.0,,,9,1,5,6,3,8,4,null,5,5,6,4,7,4,8,8,5,3,6,9
EMP100897,Galih Saputra Siregar,38,2,0,Others,V,S2,Business,Sales Supervisor,IT,Technology,98,20,26,3,,CS,2.0,6.0,3.0,3.0,,2.0,2.0,2.0,2.0,1.0,6,3,6,9,1,7,4,7,4,9,4,4,7,4,8,8,9,4,2,3
EMP100898,Dewi Permadi,66,3,0,Others,V,SMA,Statistics,Brand Executive,HR,Technology,103,100,31,3,ENFJ,DC,,2.0,3.0,,4.0,3.0,4.0,3.0,3.0,2.0,8,1,6,6,8,8,null,5,3,null,9,2,2,1,2,9,2,2,6,1
EMP100899,Vania Handayani,56,3,0,Others,IV,D3,Engineering,HRBP,HR,HR & Corp Affairs,112,90,35,4,ISTP,DC,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,2,null,6,4,2,null,null,2,4,5,6,9,8,3,8,6,8,4
EMP100900,Prasetyo Hartanto,31,3,0,Others,IV,SMA,Business,Sales Supervisor,Operations,Technology,91,84,30,6,ISFP,CS,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,6,2,9,3,5,2,9,8,1,null,4,5,3,9,3,2,9,7,7,9
EMP100901,Valdo Siregar,50,3,0,Others,V,S1,Business,Finance Officer,HR,Technology,83,50,26,4,ENTJ,ID,2.0,4.0,3.0,,3.0,4.0,3.0,2.0,3.0,2.0,8,6,7,6,6,null,3,3,5,7,1,6,2,9,8,null,3,2,null,7
EMP100902,Eko Iqbal Mahendra,29,2,0,Others,V,SMA,Business,Supply Planner,Operations,HR & Corp Affairs,129,34,25,10,ENTP,IC,3.0,3.0,,1.0,,2.0,3.0,2.0,3.0,2.0,6,5,4,5,1,7,8,7,9,8,7,6,5,5,3,null,7,5,null,1
EMP100903,Budi Ridwan,56,2,0,Others,III,SMA,Business,Brand Executive,R&D,Technology,115,91,32,5,INTP,DC,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,7,8,null,3,2,9,8,5,9,6,null,7,3,6,8,null,8,6,5,1
EMP100904,Julia Zulfikar,19,1,0,Others,V,S1,Engineering,Finance Officer,HR,Commercial,126,75,30,6,INFP,IS,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,3,2,4,6,4,3,1,6,1,5,1,8,2,9,1,6,4,4,2,2
EMP100905,Hadi Yudhistira Subekti,49,3,0,Others,IV,D3,Economics,Data Analyst,Finance,Commercial,125,43,40,5,ISTP,SD,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,,7,null,8,8,9,8,4,1,8,null,3,2,5,7,2,5,1,7,7,5
EMP100906,Oka Salsabila,43,4,0,Others,V,SMA,Statistics,Data Analyst,Marketing,Commercial,null,89,null,4,ESFP,ID,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,4,null,8,5,5,null,1,8,5,7,6,6,9,4,1,4,5,null,3
EMP100907,Yuni Aji Wijaya,26,3,0,Others,III,S1,Economics,Supply Planner,Marketing,Technology,null,64,null,2,ESFJ,DC,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,5,3,9,1,4,5,2,3,7,5,4,8,9,8,9,7,1,7,4,1
EMP100908,Ahmad Utama Mahendra,42,3,0,Others,III,D3,Business,Data Analyst,Marketing,Commercial,null,54,null,6,ESTJ,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,6,8,7,4,4,2,9,8,6,2,9,8,7,1,2,4,1,6,7,6
EMP100909,Valdo Wijaya Syahputra,54,5,1,High Performer,V,S1,Design,HRBP,Marketing,Technology,null,35,null,6,,CD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,8,4,5,6,8,3,null,1,7,7,6,1,4,1,7,2,2,9,7,8
EMP100910,Hadi Iqbal Pratama,66,1,0,Others,V,S2,Design,HRBP,Finance,Commercial,111,45,39,3,INTP,CI,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,null,9,7,9,8,1,1,7,5,3,2,6,3,7,3,2,9,3,6,9
EMP100911,Prasetyo Halim Syahputra,11,2,0,Others,IV,SMA,Economics,Finance Officer,IT,Commercial,87,67,28,5,ENTJ,CI,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,8,6,5,8,8,4,4,5,2,2,1,1,2,2,6,5,4,9,8,7
EMP100912,Mahendra Tamba,37,3,0,Others,IV,D3,Business,Data Analyst,Operations,Commercial,101,96,23,4,,CS,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1,1,7,3,8,2,9,1,6,null,6,6,1,4,9,6,5,1,8,2
EMP100913,Wahyu Ginting,28,4,0,Others,III,SMA,Design,HRBP,IT,Commercial,null,63,29,1,,ID,4.0,3.0,3.0,3.0,4.0,4.0,,5.0,5.0,4.0,2,1,6,1,8,3,9,9,1,7,7,3,4,2,null,7,2,4,9,3
EMP100914,Fitri Firmansyah,47,3,0,Others,V,S1,Economics,HRBP,IT,Commercial,115,95,30,1,ESFJ,CI,3.0,2.0,4.0,3.0,,,3.0,4.0,4.0,2.0,7,4,2,4,9,7,7,3,1,2,1,null,7,1,7,null,8,3,5,9
EMP100915,Fajar Setiawan,46,3,0,Others,V,D3,Economics,HRBP,HR,Commercial,null,53,26,5,ESFP,DC,3.0,2.0,3.0,4.0,,3.0,4.0,2.0,2.0,2.0,7,4,2,1,null,4,7,4,null,3,2,3,2,6,3,5,4,7,1,7
EMP100916,Utami Ginting,56,1,0,Others,V,D3,Psychology,HRBP,IT,Technology,95,70,29,6,INFJ,DI,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,9,2,3,7,5,3,6,4,6,3,3,5,3,9,9,4,6,5
EMP100917,Arif Santoso,49,3,0,Others,IV,D3,Economics,Data Analyst,Operations,HR & Corp Affairs,85,72,25,3,ESTJ,DS,3.0,4.0,3.0,3.0,4.0,2.0,3.0,,3.0,3.0,9,2,4,6,6,9,3,2,7,6,null,4,7,3,9,2,3,2,7,2
EMP100918,Yuni Lestari,72,3,0,Others,V,S2,Economics,HRBP,Finance,Technology,137,94,28,5,ESTJ,IS,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1,2,4,4,5,2,6,2,6,7,5,4,7,6,6,7,null,2,2,4
EMP100919,Vania Kusuma,65,4,0,Others,V,S2,Psychology,Brand Executive,HR,HR & Corp Affairs,140,69,26,5,ENFJ,ID,3.0,3.0,4.0,,4.0,3.0,4.0,3.0,3.0,3.0,2,null,3,4,6,7,1,8,3,3,8,6,4,8,5,9,null,6,3,5
EMP100920,Rifqi Tamba,2,2,0,Others,V,S2,Design,Data Analyst,Finance,HR & Corp Affairs,135,21,26,8,ENTJ,DS,1.0,2.0,2.0,2.0,,3.0,1.0,1.0,2.0,,8,5,6,4,4,1,2,6,7,8,5,3,8,3,3,4,4,9,1,7
EMP100921,Lestari Mahendra,15,2,0,Others,V,S1,Engineering,Data Analyst,Marketing,Technology,null,85,null,7,ISFP,,2.0,3.0,2.0,3.0,2.0,,,2.0,2.0,2.0,1,6,8,6,9,9,3,8,7,3,1,3,8,null,6,6,4,6,9,4
EMP100922,Hana Hasibuan,66,3,0,Others,IV,D3,Engineering,Sales Supervisor,IT,Commercial,121,65,31,9,ISFP,SC,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3,1,1,5,4,7,6,7,6,6,null,7,9,5,3,5,null,6,6,4
EMP100923,Arif Qolbi Fauziah,18,2,0,Others,III,D3,Design,HRBP,R&D,Commercial,132,30,18,10,ENFJ,CD,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5,3,4,7,8,1,2,8,4,4,8,6,7,8,1,4,4,3,8,8
EMP100924,Julia Yudhistira Lukman,52,5,1,High Performer,V,S2,Psychology,Sales Supervisor,R&D,Commercial,101,66,36,6,ENFJ,CD,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,5,1,9,7,6,9,8,9,8,3,1,1,9,5,2,2,8,2,7
EMP100925,Yuni Putra,39,4,0,Others,V,S2,Statistics,Finance Officer,R&D,HR & Corp Affairs,134,20,30,8,ESTP,SD,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,7,8,2,3,8,3,4,null,4,6,3,2,1,3,1,3,6,null,8,1
EMP100926,Intan Candra Rahmawati,78,5,1,High Performer,V,S2,Psychology,Sales Supervisor,Finance,Technology,122,32,19,6,ISFP,DS,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,9,6,7,2,1,9,8,7,2,8,1,3,5,5,1,7,2,3,1,1
EMP100927,Maya Kusuma,65,3,0,Others,V,S1,Engineering,HRBP,Finance,Technology,139,86,38,9,ENFJ,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,6,3,5,9,5,3,2,6,8,8,7,7,1,6,6,2,null,2,3,2
EMP100928,Zaki Yudhistira Rohman,34,4,0,Others,IV,D3,Business,HRBP,Finance,Technology,88,34,30,6,ENFP,,3.0,,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4,8,9,8,9,1,6,4,5,2,5,8,9,1,5,3,2,null,9,7
EMP100929,Anisa Mahardika Utami,71,1,0,Others,V,S2,Design,Data Analyst,Operations,HR & Corp Affairs,135,71,23,6,ISTJ,IC,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7,5,5,1,7,2,5,2,6,2,8,1,8,1,2,3,9,1,1
EMP100930,Intan Aji Hartanto,114,3,0,Others,IV,D3,Statistics,Finance Officer,Marketing,Commercial,null,66,null,2,ESFJ,SI,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2,3,8,2,3,4,1,3,4,8,5,1,4,2,9,2,5,5,7,7
EMP100931,Rani Wijaya,39,3,0,Others,V,D3,Design,Data Analyst,Marketing,HR & Corp Affairs,null,33,null,7,ISFJ,SC,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,7,4,3,7,null,8,5,9,7,9,4,5,7,4,8,6,5,6,2,9
EMP100932,Ahmad Kurniawan,95,2,0,Others,IV,SMA,Design,Finance Officer,Operations,Commercial,null,41,19,3,INFP,CD,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1,1,6,3,8,5,null,8,2,8,6,9,6,2,5,9,9,3,6,8
EMP100933,Ahmad Anggara,22,2,0,Others,V,S2,Statistics,Finance Officer,HR,Commercial,101,100,28,3,ESTP,CI,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,null,5,5,3,7,1,7,7,8,3,5,6,2,3,3,6,1,1,7,null
EMP100934,Rifqi Salsabila,68,4,0,Others,IV,D3,Statistics,HRBP,Marketing,Technology,null,33,null,10,ISFJ,SI,4.0,4.0,3.0,3.0,5.0,,5.0,3.0,5.0,4.0,9,9,4,6,5,6,1,2,1,3,9,1,4,1,3,4,4,7,1,7
EMP100935,Evi Erlangga Herlambang,43,4,0,Others,III,SMA,Engineering,Sales Supervisor,Operations,Technology,140,62,31,8,,CD,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5,8,8,8,4,3,7,7,1,2,6,8,9,1,1,6,7,null,7,null
